1,0.72774,0.47927,0.43484,0.16935,0.22333,0.41611,0.34866,0.050666,0.25248,0.44721,0.52855,0.37197,0.48107,0.32615,0.40163,0.50717,0.3644,0.62788,0.43362,0,0,0.33629,0.35601,0.137,0.18536,0.23018,0.27851,0.50377,0.36141,0.15769,0.19523,0.53771,0.54978,0.31298,0.3082,0.0061456,0.18855,0.26374,0.11487,0.23317,0.26734,0.27856,0.39204,0.30934,0.24347,0.38632,0.36746,0.19187,0.064899,0.3127,0.20237,0.2134,0.14712,0.13129,0.36138,0.69763,0.53863,0.55438,0.16553,0.76311,0.42803,0.4756,0.47166,0.43664,0.33934,0.45103,0.39597,0.5819,0.34818,0,0.052201,0.22434,0.058621,0,0.29615,0.12123,0.20782,0.3781,0.11919,0.44581,0.41237,0.60386,0.56664,0.42863,0.5012,0.38761,0.31801,0.24057,0.5656,0.25455,0.42965,0.19113,0.39574,0.074874,0.17107,0.48986,0.37493,0.29707,0.38365,0.2408,0.25866,0.23166,0.37681,0.39842,0.47997,0.10748,0.36126,0.026683,0.22419,0.38594,0.31287,0.24067,0.37374,0.38074,0.1276
0.72774,1,0.22335,0.52288,0.30773,0.40545,0.20263,0.56753,0.23468,0.41217,0.35126,0.58376,0.12771,0.51238,0.50501,0.53238,0.43697,0.29991,0.55223,0.5836,0,0,0.1729,0.19601,0.16888,0.27062,0.34833,0.37779,0.37086,0.38353,0.06978,0.090495,0.63278,0.61906,0.31369,0.26289,0.10184,0.25031,0.2209,0.11466,0.21939,0.30438,0.28977,0.38068,0.40602,0.38546,0.43924,0.39867,0.27065,0.2083,0.25865,0.13386,0.19745,0.19088,0.12173,0.23041,0.44615,0.54934,0.53608,0.33424,0.5929,0.58636,0.49062,0.58173,0.37416,0.29319,0.45409,0.39168,0.54287,0.31984,0,0.051023,0.15408,0.24329,0,0.23164,0.31732,0.3786,0.1987,0.18257,0.39304,0.42982,0.47086,0.49167,0.29433,0.3742,0.29549,0.15218,0.24984,0.38591,0.32096,0.37966,0.33077,0.32253,0.060049,0.11818,0.45945,0.38795,0.32564,0.38887,0.37141,0.22206,0.31567,0.36982,0.5238,0.47428,0.13383,0.20356,0.019273,0.30621,0.45259,0.39849,0.37239,0.40655,0.4118,0.067101
0.47927,0.22335,1,0.52309,0.0020375,0.0070363,0.85713,0.30882,0,0.019948,0.13856,0.18763,0.51062,0.27435,0,0.040481,0.0036299,0.060838,0.51934,0.24558,0.083747,0,0.79896,0.69388,0.01199,0.10415,0.10552,0.054856,0.28247,0.063947,0.43283,0.49191,0.35134,0.34784,0.27774,0.28748,0,0,0,0,0.11075,0.0078355,0.25263,0.2606,0.34848,0.28043,0.21448,0.22426,0.13551,0.047977,0.25994,0.086525,0.15639,0.1311,0.0096478,0.30215,0.30901,0.19101,0.26643,0.075491,0.34892,0.17909,0.057823,0.17083,0.42176,0.28308,0.38026,0.37407,0.38027,0.18882,0,0.17661,0.17737,0,0,0.15628,0,0,0.11568,0,0.075761,0.14966,0.42378,0.27001,0.27927,0.3941,0.23837,0.2262,0.18569,0.47403,0.15096,0.39164,0.12817,0.35934,0.20061,0.23552,0.31586,0.24911,0.24454,0.21706,0.16112,0.24543,0.20132,0.27119,0.14903,0.29476,0.12961,0.053563,0.14403,0.12866,0.29603,0.25809,0.10959,0.31246,0.23901,0.15639
0.43484,0.52288,0.52309,1,0.37529,0.36398,0.57647,0.8238,0.37839,0.44486,0.14279,0.26323,0.25847,0.32568,0.36673,0.42603,0.1752,0.12406,0.71451,0.69335,0,0,0.42509,0.53978,0.24305,0.33225,0.17051,0.15722,0.39696,0.37876,0.076311,0.068581,0.68974,0.65344,0.53723,0.48256,0.22125,0.26807,0.13195,0.055104,0.3543,0.33194,0.53147,0.51732,0.61705,0.55199,0.5997,0.58169,0.31621,0.28425,0.46916,0.19209,0.46024,0.43955,0.2807,0.38699,0.13618,0.30344,0.36418,0.30439,0.37285,0.42127,0.27499,0.35571,0.56152,0.23516,0.6643,0.62409,0.48562,0.31081,0,0.2833,0.34984,0.26652,0.054378,0.26431,0.33347,0.35837,0.15002,0.13496,0.29938,0.45647,0.55643,0.47073,0.35799,0.53486,0.25551,0.1277,0.39298,0.40697,0.49247,0.52256,0.54131,0.53939,0.16347,0.25002,0.51267,0.47987,0.52364,0.33864,0.53473,0.51016,0.51732,0.47386,0.51081,0.51725,0.15813,0.12184,0.069501,0.24878,0.61651,0.52733,0.40863,0.59675,0.44187,0.19861
0.16935,0.30773,0.0020375,0.37529,1,0.92609,0,0.38632,0.56763,0.86192,0,0.067803,0,0.25597,0.70216,0.60641,0.14132,0,0.077062,0.24916,0,0,0,0.043683,0.74034,0.84824,0.68463,0.67562,0.028446,0,0,0,0.23155,0.11091,0.32916,0.42369,0.16685,0.079899,0.062233,0.028107,0.039728,0,0.28794,0.20249,0.33909,0.30849,0.288,0.30754,0.27399,0.28081,0.23381,0.14178,0.16658,0.23192,0.067047,0,0,0.13865,0.40242,0.37879,0.02293,0.19245,0.082823,0.092784,0.27846,0.13739,0.41996,0.38135,0.24184,0.18024,0,0,0,0,0,0,0.27318,0.27027,0,0.073535,0.056409,0.20372,0.1135,0.064829,0.07046,0.21146,0,0,0.044649,0,0.35024,0.24375,0.40297,0.32144,0,0,0.18081,0.2012,0.20211,0.12989,0.28547,0.24821,0.10739,0.19436,0.32291,0.22414,0.037789,0,0,0.21847,0.36948,0.26262,0.37883,0.31362,0.24052,0.026759
0.22333,0.40545,0.0070363,0.36398,0.92609,1,0,0.41213,0.56339,0.91321,0,0.15427,0,0.29668,0.75651,0.691,0.1408,0,0.12785,0.27668,0,0,0,0.073875,0.67244,0.81479,0.67226,0.76164,0.013054,0,0,0,0.23095,0.1255,0.30448,0.40703,0.17804,0.088142,0.042491,0.0023252,0.049516,0,0.26449,0.2032,0.32178,0.31948,0.26779,0.30103,0.30952,0.34348,0.24916,0.18318,0.19752,0.25231,0.055194,0,0,0.15894,0.45971,0.4286,0.039085,0.24407,0.095159,0.11641,0.22984,0.17198,0.39838,0.39258,0.22375,0.1926,0,0,0,0,0,0,0.28966,0.28591,0,0.0060526,0.027815,0.15315,0.10369,0.076722,0.017793,0.1644,0,0,0,0,0.36792,0.30505,0.43776,0.34552,0,0,0.18319,0.19991,0.19944,0.19809,0.34651,0.2511,0.14949,0.24255,0.31294,0.20716,0.063716,0,0,0.27101,0.36416,0.27174,0.38724,0.27747,0.22344,0.0054517
0.41611,0.20263,0.85713,0.57647,0,0,1,0.45034,0.073013,0,0.10674,0.19254,0.56243,0.25024,0,0.00072392,0,0.062823,0.50832,0.30574,0.014205,0,0.69143,0.61282,0.020749,0.075853,0,0,0.34777,0.10437,0.38359,0.4173,0.44405,0.4111,0.29735,0.28865,0,0,0,0,0.23568,0.054415,0.28333,0.31617,0.43663,0.41322,0.281,0.28674,0.18069,0.12362,0.31292,0.111,0.23186,0.22319,0.078569,0.3324,0.23686,0.084574,0.26018,0.064716,0.39863,0.25317,0.19068,0.27426,0.46299,0.29573,0.47401,0.45125,0.33643,0.18994,0,0.24118,0.24738,0,0,0.23355,0,0.024916,0.11675,0,0.14132,0.24483,0.40472,0.29185,0.24451,0.44974,0.15372,0.15971,0.13348,0.53433,0.15687,0.4214,0.13815,0.42186,0.20699,0.26197,0.31481,0.28769,0.34437,0.24726,0.20548,0.31174,0.31383,0.35147,0.2678,0.41807,0.06737,0.075232,0.14886,0.13902,0.33747,0.37639,0.15141,0.42016,0.36017,0.24085
0.34866,0.56753,0.30882,0.8238,0.38632,0.41213,0.45034,1,0.49022,0.48723,0.27811,0.38645,0.30573,0.44592,0.44013,0.52108,0.18518,0.1107,0.64005,0.54898,0,0,0.31862,0.40663,0.19909,0.31382,0.11872,0.17753,0.27417,0.32494,0,0,0.6249,0.59113,0.53915,0.52829,0.17843,0.15347,0.07902,0,0.29986,0.23415,0.39148,0.37173,0.51756,0.53398,0.51037,0.49096,0.26959,0.2569,0.42712,0.2054,0.31871,0.29105,0.19768,0.14009,0,0.28726,0.38506,0.39036,0.3596,0.6781,0.20174,0.35897,0.60654,0.51351,0.64392,0.59747,0.44881,0.27113,0,0.28777,0.22474,0.27245,0.066459,0.22778,0.48305,0.47206,0.032228,0.14932,0.20506,0.36982,0.44278,0.38636,0.27655,0.37415,0.16214,0.033569,0.38503,0.23484,0.41179,0.42568,0.48017,0.46734,0.10957,0.17796,0.45627,0.38993,0.4359,0.26915,0.54122,0.49813,0.56808,0.46341,0.58859,0.49848,0.19737,0.054261,0.047782,0.23624,0.60343,0.52825,0.34394,0.52743,0.44465,0.17743
0.050666,0.23468,0,0.37839,0.56763,0.56339,0.073013,0.49022,1,0.70389,0.02799,0.13426,0,0.19321,0.53756,0.59973,0.071931,0,0.018529,0.13427,0,0,0,0,0.20327,0.28949,0.13145,0.24126,0.025438,0.028124,0,0,0.24132,0.11644,0.26126,0.28185,0.14195,0.016541,0.073811,0,0.045208,0,0.27994,0.2678,0.31814,0.38714,0.34403,0.33217,0.29364,0.31496,0.24617,0.11957,0.2203,0.2589,0.077456,0,0,0.067705,0.357,0.44922,0.017358,0.3581,0.040751,0.16976,0.21488,0.19386,0.3832,0.37275,0.17481,0.074235,0,0,0,0.019709,0,0,0.36542,0.35242,0,0.038853,0.0073905,0.22678,0.055956,0.11302,0.031804,0.13944,0,0,0.12404,0,0.41485,0.30455,0.42955,0.28942,0,0,0.19384,0.24567,0.25882,0.21569,0.36132,0.16251,0.25487,0.2232,0.36941,0.23536,0.017545,0,0,0.26816,0.3937,0.32074,0.34992,0.28276,0.25793,0.037794
0.25248,0.41217,0.019948,0.44486,0.86192,0.91321,0,0.48723,0.70389,1,0,0.15529,0,0.27049,0.78124,0.81436,0.19517,0,0.12899,0.27411,0,0,0,0.029411,0.46429,0.63836,0.4807,0.58579,0.074745,0.0056949,0,0,0.23679,0.15715,0.30482,0.39545,0.18556,0.13131,0.097662,0.063372,0.10939,0,0.27357,0.24799,0.31738,0.30988,0.32921,0.35238,0.26676,0.29695,0.25296,0.18505,0.18432,0.24348,0.053384,0.031196,0,0.19971,0.45737,0.43295,0.11652,0.31868,0.11753,0.17317,0.26456,0.19999,0.4024,0.38599,0.25747,0.18783,0,0,0,0,0,0,0.31528,0.3049,0,0.060779,0.10284,0.20419,0.14673,0.17069,0.047488,0.199,0.0033062,0,0.021757,0,0.38287,0.3338,0.43136,0.36495,0,0,0.21271,0.24701,0.22977,0.23326,0.35162,0.26128,0.17729,0.24485,0.33828,0.25908,0.037113,0,0,0.23534,0.38118,0.26885,0.34562,0.25756,0.21182,0
