-8.2506,-3.7925,3.1649,1.9634,-0.64841,-3.0666,2.8515,-0.26949,2.7598,8.3084,0.18103,3.1324,4.6256,3.4212,-0.59548,0.37134,0.06804,3.3375,-4.243,-7.286,-8.0157,-7.9609,-5.5838,-3.5696,5.0608,5.5653,-0.22359,6.4008,-1.2671,6.6913,-1.3123,6.0809,3.5265,-1.2527,-4.6584,-4.6875,-2.4336,-5.0553,0.088579,0.7194,1.1749,0.45953,-3.9191,-5.3864,-1.7027,1.7479,2.7275,0.88494,5.5666,3.8981,4.5092,4.3955,-6.7704,-2.3478,-13.157,-1.7374,-2.8698,-10.536,-1.3394,6.4042,10.975,8.9567,6.157,10.275,1.4202,-2.9093,-2.6566,-2.0852,-0.70938,1.9794,-5.4559,0.069788,3.9605,2.3824,4.0857,-0.91265,4.0786,3.6636,8.7794,12.127,5.614,-1.4368,-0.5467,-9.4629,-5.904,-9.4017,-13.263,-0.54484,-1.1423,-7.9305,-11.741,-8.1343,1.3977,4.8772,3.6199,9.4454,7.8568,12.944,14.967,6.1824,0.77223,11.613,-17.002,-8.3449,-2.7755,-19.04,4.7884,2.6172,-6.7394,-8.1976,-0.2654,0.401,-1.7997,3.3953,-1.2787,-1.7532,-12.078,4.242,3.7509,8.5853,6.8449,-0.51758,-2.2236,-3.3136,4.497,-24.922,-4.9814,-3.5279,-5.5558,11.011,-8.8669,0.42316,13.055,15.902,-11.448,-9.2049,4.4582,-10.561,4.0107,-3.0195,8.4005,4.0706,-2.0711,-5.8161,10.715,4.1737,-2.7735,-14.273,-1.819,16.37,-2.9384,12.944,5.5942,-1.9494,-1.4815,-7.5754,-5.8705,-9.9444,2.7138,2.2894,15.862,7.962,0.64219,8.6507,-8.4084,12.909,20.84,11.555,-16.744,-15.395,20.723,-27.211,-16.488,10.967,-6.6801,-2.7276,2.4044,4.3896,-5.2602,0.31374,2.9685,-2.9629,12.662,8.1869,-0.11522,-5.3036,-2.558,-1.1674,7.3109,-3.0126,-7.5505,-7.2965,-15.935,-0.14239,-7.0242,6.2397,15.959
-12.746,-1.5181,8.1985,2.3427,0.64755,-1.624,2.3456,0.095392,-1.2889,3.7855,4.1595,1.4855,2.0518,-0.22788,-1.7165,-0.94295,-0.070527,5.0455,-2.4991,-5.487,-9.3081,-3.2078,-5.7,-7.2188,-0.71291,0.34082,1.0381,6.3281,0.95186,6.6942,-1.9875,6.032,2.9043,-0.010556,0.12721,-2.1315,-6.734,-4.1581,0.82013,-2.3877,0.37444,1.4633,-3.9476,-1.3041,5.0363,6.4179,7.3127,0.33211,0.55151,-0.14051,-0.49372,2.877,-9.9808,-6.4776,-6.1952,1.897,-1.2146,-1.9332,3.9937,14.025,15.704,9.4768,5.2459,3.2437,-0.67488,-2.8407,-4.8149,-3.5524,-2.3947,-0.15171,-1.6006,-1.328,4.2412,-0.27209,3.0382,6.0431,6.411,2.1526,14.323,16.247,2.2928,-3.5771,-2.0352,-9.7651,-9.6501,-7.0697,-10.403,-4.6913,-1.1748,-5.764,-4.3507,-7.0752,-9.6762,1.0884,4.3018,6.6807,6.0332,6.9521,14.618,18.259,5.325,11.471,-5.8402,-9.8915,-9.204,-18.433,-4.2609,-5.3061,-0.89734,-8.5729,-5.6292,-3.093,-10.098,-1.5165,-0.60881,-1.4125,-12.392,-2.7198,6.2355,7.6818,3.0897,-0.98521,-2.3696,1.0138,3.0158,-15.459,-3.4373,-9.6649,-7.9992,-3.6453,-11.213,5.9252,11.522,15.304,3.3242,-9.1006,-5.8424,-7.6665,5.7022,-0.30716,7.1962,9.3933,-6.8807,-7.6031,14.682,5.7238,-5.316,-11.064,-0.57591,19.444,4.215,12.777,5.2929,1.786,2.2028,-4.3373,-5.5598,-14.003,1.6226,2.925,-1.9566,11.759,2.2462,-0.25526,5.189,10.041,16.864,16.857,-8.5569,-7.4754,10.203,-14.481,-10.185,5.7731,-2.6807,-8.8286,-8.1088,6.0417,-0.053794,3.6125,1.3929,-1.5063,14.296,9.875,0.81132,-5.6365,-6.8707,-1.2239,7.7639,-3.3727,-7.376,-8.2903,-12.271,-0.6706,-3.4371,1.386,5.3599
2.9869,2.1791,4.5722,1.0891,0.39089,-1.743,0.030352,-4.1491,-7.1556,3.5325,0.71428,3.1763,1.3821,4.3214,1.2418,1.0785,4.1715,2.4291,-2.2018,-3.0913,-3.0775,-9.2123,-8.2773,-7.5273,-2.0563,3.4145,-0.64219,3.9371,1.0674,3.9008,2.1953,3.3113,5.5812,4.3306,0.093745,-3.3118,-6.3887,-11.742,-7.4639,-0.84712,-1.6098,2.1245,-1.5032,-5.2542,-2.3476,4.5056,6.9994,0.4293,5.3755,6.0345,5.9537,4.325,-4.6858,-1.5992,-8.3796,-5.7224,-1.7299,-12.224,-3.4623,1.0087,4.7482,3.2019,3.5813,6.1822,4.2842,0.63769,5.5218,7.3709,3.4142,4.6547,-6.8146,-8.7728,-5.6471,-2.5788,-0.61174,-4.6471,2.1789,4.1179,3.4961,7.8881,9.0657,2.7173,4.2322,-1.7825,-1.2496,-6.9003,-6.6665,1.5978,-3.2758,2.7097,-2.3106,-5.4573,2.745,2.8524,3.7218,7.6733,4.6513,3.9259,8.1603,7.3763,0.49529,-1.5819,-11.213,-8.0023,-2.7909,-7.1397,3.1883,0.74229,-5.141,-2.6805,1.6397,-0.069309,3.0973,7.0034,1.1163,-1.9269,-9.141,-3.0523,-4.1275,-0.54252,2.2631,-3.302,0.80864,-0.98064,0.80128,-8.5034,0.84074,5.8249,-5.1681,-1.7484,-6.1417,-1.2027,6.6976,12.447,-4.2898,-2.0886,2.0171,-4.2738,3.242,-3.3558,2.281,1.076,2.1913,1.5938,4.5544,3.6615,-0.20264,-10.337,-6.3409,2.2265,-5.2534,8.649,7.4533,3.3009,-0.63241,-3.7987,2.4634,-2.2387,2.5973,0.57653,9.2235,0.67415,-0.16685,0.2103,-7.0401,7.4176,3.2779,5.8156,-9.6659,-3.7909,12.403,-15.404,-5.7294,1.2151,-9.3432,1.3245,10.515,2.2193,-12.659,-5.6405,-2.4313,-8.6018,4.113,5.5624,2.1365,-0.55112,4.8725,1.6439,12.191,2.1142,-4.6291,4.0265,-14.71,-7.9419,-1.5028,6.1239,8.675
-0.86513,0.78951,6.6108,1.8456,-1.2768,-1.2425,2.5261,-1.2709,-0.6618,2.5932,-0.98709,0.58232,1.6141,2.8658,-2.185,-0.047335,1.2912,5.3607,0.37087,-0.98849,-0.62367,-3.7892,-3.0686,-2.6293,-1.5086,-0.28301,-4.3233,2.0401,-1.6802,0.078376,-0.88905,4.3647,7.2004,4.1865,-0.17001,-4.4361,-10.787,-11.7,-7.8851,-1.2641,-0.48164,1.4703,-3.8672,-3.8869,0.47785,2.6544,7.2638,2.7649,7.9859,4.4776,-0.92966,-0.38137,-5.2477,-2.9176,-8.9295,-6.2938,-1.851,-8.3819,2.4206,4.1506,8.0004,6.7323,2.0224,4.4691,4.4537,-1.3148,4.4753,7.9531,0.5233,-0.76999,-5.7847,-8.8705,-6.9927,-4.9155,-3.445,-4.4681,3.6577,-0.22133,2.9864,9.2875,9.4178,1.8891,2.2714,0.73108,2.9684,1.4789,-2.6526,0.83983,-5.6692,0.4011,2.8052,-3.7408,0.84381,-2.3405,1.1418,9.4666,3.5024,2.1155,6.3252,7.4431,1.4682,4.0665,-7.7424,-5.1587,-5.0554,-8.4457,7.1067,-0.24539,-3.0205,-1.6526,0.011207,-6.0628,0.25937,6.5383,-0.7913,-0.32943,-5.6825,-0.22641,-4.5589,1.5893,-0.46456,-4.7615,0.58966,0.98875,6.7142,-3.8459,4.1764,2.7663,-4.898,-4.0262,-10.091,-3.973,2.6331,10.943,1.9122,0.1157,5.4288,1.5572,3.452,-2.6016,0.46691,0.42344,0.19943,-2.246,-0.33848,3.2434,-0.39296,-8.5432,-2.3874,0.11516,-6.9581,13.325,6.1977,6.3539,3.8169,-3.11,-0.80716,-5.4732,0.61962,5.9119,12.083,1.9439,-1.9621,-2.7788,-14.354,-0.98093,-0.77599,0.25454,-9.095,0.92802,13.987,-8.7176,-7.5815,1.8699,-5.8006,1.1239,7.0465,2.7925,-12.208,-8.1635,-6.3869,-9.1595,0.87698,1.7258,6.0252,5.6833,5.5317,3.5382,12.527,-2.7839,-11.606,2.1973,-9.962,-10.494,5.5925,12.433,8.2777
-3.9215,-1.2728,3.8696,5.3219,-1.304,3.0781,3.5629,-2.8768,-5.9049,-3.1453,2.1953,-3.0007,-2.888,0.75776,2.4277,0.23657,6.3581,6.9376,0.13219,5.8563,0.97032,-3.4702,-4.9916,-6.9584,-2.6926,-2.1915,-1.3039,-1.9193,3.8441,-2.5279,1.9732,-2.3539,1.2367,4.3712,-2.0697,-0.63033,-2.5675,-3.9167,-2.1897,0.35053,1.1056,3.3108,-0.48995,-2.7109,-0.62704,4.8498,2.0257,-3.7516,4.8629,2.175,5.4477,2.165,-4.1257,0.83022,-5.9065,-5.1903,1.634,0.21839,2.1795,0.10947,-0.78128,2.1245,1.7964,0.38984,3.7367,-0.44386,0.6683,-2.4029,-2.7767,1.5304,-3.4854,-7.1231,-6.3272,0.035471,0.18327,-1.0067,-0.15382,-0.46135,2.3592,3.709,6.3063,8.2361,6.1486,4.5978,-0.12394,-4.4761,-3.5241,-2.0956,-0.19397,4.827,7.5642,-0.838,-5.1014,-0.097897,7.3069,5.3486,-2.772,-4.5855,2.5098,5.7839,2.4942,-4.8649,-5.0507,3.9591,-3.0438,-2.2611,-2.1748,-9.0283,0.45046,-0.5475,-2.1556,-7.2923,0.15869,2.5131,-0.48114,-0.44037,-2.4584,0.19287,-3.4325,-2.6665,-2.3278,-5.9471,2.2625,5.414,0.28005,-6.2949,1.9974,4.8442,-3.5718,-3.3092,0.1984,-0.27963,0.60728,10.072,6.8217,9.3704,9.7433,-5.5129,-3.6131,-6.4802,-8.6689,-1.1536,0.082213,1.7456,-0.1345,9.1508,2.2238,0.31348,-6.9708,-9.1664,4.8644,3.9582,1.4058,1.055,2.696,-0.064163,3.8744,5.2444,-3.1418,1.1788,4.5401,1.9517,-5.4806,-7.6371,-5.0739,-5.3653,-4.5795,3.2843,3.7062,8.354,0.75828,1.1046,-1.3159,-4.0948,-0.56587,-0.9468,3.4708,5.6172,-8.0461,-8.163,-2.92,-2.5588,-2.0975,2.6714,4.7427,3.4282,1.9029,-4.1176,5.3577,5.3427,2.5503,5.682,-1.5511,-2.9233,-0.11367,-2.3916,-5.0464
-3.9802,-4.9522,1.3912,4.5796,-1.7788,3.3832,1.6847,-0.70937,-1.439,-2.6323,1.577,-7.1526,-2.388,1.6594,2.6603,1.2365,7.3722,12.518,2.4858,7.2422,2.5161,0.97482,-4.4068,0.37234,-0.56471,-3.007,-2.1974,-4.8582,0.41419,-4.4321,-3.2591,1.0933,4.842,7.278,-3.2568,-0.89813,-5.3985,-8.92,-4.0097,1.1695,0.077781,0.98041,-0.48998,-0.01858,2.0448,3.2588,0.85399,-0.1066,3.6082,-1.7159,5.4258,-2.9438,-4.8261,-2.4365,-11.738,-6.1614,1.5512,-4.3163,3.2118,4.6563,2.601,7.3958,5.6744,5.264,3.0926,2.4304,1.5038,-4.7774,-4.8796,-6.8543,-5.7414,-6.1631,-13.318,-5.2817,-6.8417,-5.8901,0.083841,-3.4597,6.0009,7.185,9.2953,7.2532,2.7252,6.1,10.957,5.046,5.3104,-2.0669,-18.024,-4.2252,5.8172,-2.0911,-2.0234,4.6585,3.8337,2.9678,0.33325,-4.618,6.246,10.461,0.08027,-2.9201,-9.2599,2.7994,-9.2067,-0.44754,10.042,-4.941,-3.2126,1.2181,-2.53,-9.8892,1.7128,5.7427,2.8092,0.48922,-0.60299,0.76292,-5.2384,1.1545,-2.0135,-4.4296,-0.28014,11.944,2.8289,-8.4588,6.3533,4.2063,-5.9628,-3.8437,2.688,6.5198,2.4393,10.741,8.8117,-1.7631,9.128,-2.4961,-5.3029,-7.8994,-5.9742,-2.9658,1.873,4.798,-4.0156,1.7488,1.5986,-4.8951,4.8898,-3.9435,5.6175,6.5286,4.996,5.1236,0.97057,-5.622,-1.3873,0.2954,-8.8828,17.998,8.9581,-1.1677,-5.5215,-12.013,-4.6458,-7.8124,-11.976,-20.589,5.4963,14.575,5.3093,6.9412,-0.91108,-2.7512,-2.197,0.5201,5.5768,2.3423,-10.582,-17.772,-9.9317,-0.6407,-4.4643,-2.5762,8.9516,8.1303,4.6577,-3.0261,5.1108,-3.4995,-14.469,1.3543,-3.9227,-7.2249,15.58,16.408,4.1499
1.7401,3.3613,3.0479,0.95774,-0.60027,-3.7235,1.1522,-0.82588,-4.8829,0.11493,-1.0225,2.6786,4.3214,6.385,2.7422,3.7015,2.3922,-1.5967,-2.382,-3.6396,-4.5692,-6.6049,-6.0514,-4.1421,0.83892,0.61805,-0.21614,0.3584,0.23576,4.3183,3.839,6.3689,8.0775,6.9143,1.1532,-4.5429,-8.7985,-15.429,-10.217,-1.0652,-0.23863,1.0883,-3.5545,-4.8287,-1.5659,3.8283,6.2038,3.9995,10.604,5.4813,6.4921,2.1839,-1.9886,-2.7188,-11.611,-2.8051,-4.7504,-13.192,-2.8727,-4.9489,3.3662,0.45485,2.2345,6.7535,3.2375,2.6057,8.5116,6.0311,0.6471,3.5728,-6.8646,-8.6831,-8.9354,-4.7399,-2.4255,-4.0895,1.5585,2.7202,2.3713,6.6797,7.1454,0.92117,2.4851,-0.24857,0.52557,-2.8569,-2.234,5.5341,-0.3871,4.5938,0.9129,-1.8308,4.3021,-0.17396,-0.3156,6.0418,3.616,-2.0184,3.4108,7.7533,-0.74971,-3.7895,-11.994,-3.9657,-1.7765,-8.6959,3.0895,-1.9365,-5.1326,3.404,4.1768,2.7575,6.9373,7.8656,1.5412,-1.9045,-8.2617,-3.2732,-4.8363,-2.2766,1.2425,-0.63761,0.27355,1.6696,4.9621,-2.8175,6.2899,10.065,2.0649,-2.3155,-7.2034,-2.5228,-0.72994,6.8226,-6.6443,2.3919,7.5893,-2.904,2.5578,-4.057,-1.2373,0.38776,2.2246,-2.3495,3.2113,5.474,6.0031,-9.0333,-6.3369,-0.27221,-8.2941,6.9845,5.2542,0.84327,-2.0341,-3.3425,0.77939,1.6049,5.8589,1.3157,8.1042,-1.1096,0.32778,1.0471,-9.3672,3.2922,-3.0618,-4.1361,-7.4997,-2.6719,11.181,-7.0594,-0.88378,5.0534,-10.082,-3.0022,6.0363,-4.2095,-14.364,-6.2366,-3.1829,-9.9579,-0.0081957,4.6436,7.2615,3.0817,5.0373,5.6957,5.7455,-1.6809,-2.2889,3.9729,-7.3313,-6.0112,-0.18298,9.1516,8.3804
0.70223,2.4858,4.7977,3.2786,-2.5122,-3.1929,3.1964,0.72885,-1.3236,-1.9731,-1.1666,-0.8004,2.7633,4.8233,0.94703,-0.23785,-0.18996,3.1012,0.46907,-2.6034,-1.5507,-0.77118,-2.1534,-1.1342,0.80517,-2.2606,-1.2303,0.24418,-0.6357,-0.29607,5.3362,5.6647,11.062,6.5712,-3.8796,-6.3729,-15.489,-18.754,-10.651,-1.684,-3.2253,0.20622,-4.5415,-3.4372,1.4733,4.8377,8.8019,3.4098,9.3401,5.2115,4.1918,1.9658,-2.7932,-5.994,-12.491,-6.1125,-1.6162,-9.5486,-0.44189,-2.6619,4.8792,6.8682,5.2151,8.1629,5.4486,1.4039,7.6594,7.1704,-1.4101,-2.3034,-5.0998,-9.0047,-9.6032,-5.1455,-5.6456,-4.7304,0.76187,-2.7973,2.987,10.698,7.1743,1.6889,0.97039,0.69383,5.36,2.3167,-0.42842,6.8176,1.0479,4.92,5.4473,1.129,2.2899,-3.1966,-0.75009,-0.44285,-0.15973,-5.7977,-0.6575,5.6865,-0.10673,4.9242,-5.1824,0.10212,-0.1629,-5.547,7.5629,-2.1903,-3.7898,1.851,1.0932,-7.5576,0.33224,5.9396,-2.7443,-0.633,-3.6758,-1.0307,-4.0914,-0.642,-2.6015,-4.4925,-0.31969,2.4865,8.0347,-2.0358,4.8202,7.0622,-4.4085,-3.9465,-5.7472,-2.9649,-3.2442,6.279,2.4422,3.6966,10.158,5.6881,5.6376,-0.62461,-3.1918,-0.95935,-1.8314,-5.0679,-3.5267,1.7886,2.5181,-6.9122,-3.9061,-4.5956,-1.2058,10.41,5.4851,4.8163,2.668,-0.17357,-0.92003,0.63192,6.1735,2.6469,8.0263,-2.3328,-1.3041,-4.8107,-13.177,-1.2381,-10.766,-6.4833,-2.3007,4.0876,12.809,1.5417,-2.2726,-3.8468,-6.0158,-0.83654,2.0807,2.0653,-12.176,-6.9284,-7.5336,-12.532,-2.0978,2.4773,7.6903,5.7124,8.4983,5.2141,5.8106,-5.4106,-9.4912,3.7135,-3.8808,-3.8246,7.7849,10.746,3.4702
-0.22584,1.1273,-3.1161,3.4043,-0.83929,0.96119,4.985,-0.16369,-0.49354,-10.824,-0.039953,0.4691,-2.8158,5.7716,4.2501,3.2773,6.8829,1.8431,-1.9115,11.027,2.9562,-6.5495,-7.3595,-9.8415,-0.40755,-1.5034,-0.23977,-3.1673,2.4951,-1.8845,10.854,4.8543,5.654,4.8008,-8.5168,-6.765,-4.6316,-6.737,-6.3359,-0.011455,2.4573,1.5355,-6.404,-5.799,5.4709,0.19065,-1.2296,-1.8023,11.536,4.7573,7.9006,5.3759,-9.1353,0.88444,-7.137,-7.9104,-2.7589,-2.2706,-2.1491,-3.9454,2.0248,3.8011,2.6539,3.7888,9.9633,1.6437,1.0286,-2.7232,-12.847,-3.5622,-4.2558,-7.7829,-6.2982,3.0995,1.7299,2.5283,2.5833,-6.0327,-0.79238,2.7821,2.543,4.2099,1.9154,5.2562,-0.45024,-2.605,-5.8138,0.88639,14.248,10.08,9.3817,6.4226,-4.7705,-7.6303,1.6035,2.8262,-5.2292,-8.9899,-3.6952,7.7405,11.713,2.1298,-4.1086,-0.74506,-2.4476,-0.089368,4.3695,-5.9389,-0.5007,1.6483,-2.8972,-2.836,3.2214,7.2946,1.1528,-4.8467,-10.356,-4.4721,-0.0097514,0.98642,2.1404,-9.7476,0.96932,12.868,10.219,6.2234,9.8442,7.3107,-4.4553,-15.577,-6.6692,-9.0706,-17.973,6.8608,8.2048,9.4025,10.65,-2.8861,7.6938,-0.24744,-3.7873,7.2356,2.9446,-1.4733,-9.63,3.8306,-0.34699,-10.032,-17.432,-11.265,1.8263,11.225,5.3014,-1.875,-0.30076,5.6506,4.2863,8.8913,2.9972,5.3806,7.5476,-2.8251,-9.2658,-17.01,-13.575,-7.9674,-10.737,6.4864,6.2158,14.289,0.95008,4.8469,1.0278,-1.7411,-9.9595,-4.8688,7.6628,4.4352,-11.198,-5.4748,-7.4938,-7.1032,-8.3746,5.6746,13.236,3.2387,4.1514,0.85002,8.266,10.842,4.7269,7.0978,-3.5289,-9.3953,-1.0311,0.39504,-4.9085
-3.0627,-7.2182,1.3491,5.1949,-3.447,0.81672,7.5857,4.5916,0.70612,-7.6869,-3.2694,-4.6386,1.7641,5.3898,7.7879,0.12167,6.3831,9.6056,0.83639,8.1557,-2.3607,-1.5765,-1.148,6.7397,4.3081,-3.0683,-3.047,-7.3175,-1.2936,-8.1779,0.82516,5.3843,6.6533,7.5918,-6.8054,-5.7069,-11.652,-9.3112,-8.9248,-0.1305,1.7374,-1.0018,-3.5312,-0.03414,5.0282,2.1895,2.8821,6.043,13.042,1.2263,8.1967,-1.9448,-11.367,-9.8049,-23.078,-17.402,-4.1668,-9.7856,5.5837,8.461,7.5845,8.6076,10.553,13.816,6.5512,1.2114,2.4347,-1.2308,-10.813,-10.941,-11.772,-8.2218,-21.393,-14.639,-10.101,-6.0379,0.66671,-6.812,6.1714,7.0807,8.0049,4.3097,8.988,11.03,26.764,18.445,12.399,4.424,-43.52,-5.9775,17.066,0.70066,4.8738,-4.8356,-0.86741,2.7797,4.2887,-1.906,7.8498,15.981,9.3553,-12.264,-17.069,1.4583,-20.468,6.2557,14.508,-5.1976,-3.1591,6.5121,-3.3506,-9.7086,9.726,8.9849,8.1819,-5.5417,-4.5861,-1.1009,-13.801,1.0235,-2.2705,-10.033,-2.5125,19.661,13.98,1.552,13.001,11.825,-9.4451,-7.1611,0.048936,-0.050426,-6.571,10.525,9.5042,2.6907,15.664,2.2392,-2.1261,-6.1476,-4.7377,-5.1178,7.1504,0.96177,-8.7852,-0.33419,4.1661,-15.133,1.5249,-6.9412,0.80212,10.605,8.618,8.4427,7.2649,-4.7048,2.8742,-1.2533,-9.5225,19.528,13.073,-1.9795,-6.0183,-22.523,-13.602,-11.482,-17.134,-24.344,3.9468,17.622,7.5378,14.406,0.81799,-6.7742,-7.8175,2.5457,10.047,0.4262,-20.125,-27.643,-13.74,-11.633,-12.445,-0.7902,19.259,15.291,7.1811,0.96744,0.29902,-6.9512,-21.189,12.016,5.2857,-16.48,28.09,23.14,3.4458
