-4.2686,-0.43852,3.071,2.4535,0.43543,1.1946,1.0956,-1.6575,-3.596,1.0552,-2.971,0.073801,2.6591,-2.0178,-1.9543,3.374,0.77891,2.0276,-1.0609,-1.4983,-0.93438,3.4949,1.5539,0.85918,-0.24835,2.9532,-1.9989,2.0977,0.35819,-3.4641,-0.86594,1.4618,-0.15963,-2.0373,-5.1392,0.25816,-0.37845,-1.3647,2.2046,2.326,2.3589,-1.8243,2.9654,-5.0767,-6.1397,4.3191,4.3241,1.9143,1.9301,1.122,1.4849,-0.34772,-5.7207,1.2733,2.204,-4.3496,-2.808,-0.57083,3.256,3.9244,0.82139,-1.4556,-2.3559,-2.3434,-4.2556,-2.3419,-3.4241,-2.6278,2.9238,-0.29154,6.1383,2.5305,0.84607,2.9872,-0.31544,-0.90798,0.10454,1.1658,-1.3831,1.2405,-2.0171,-2.5249,0.68423,2.6566,0.13386,1.1079,-0.93537,2.5619,0.55361,-5.6309,-0.71809,-0.99123,-1.5661,0.47159,0.12423,1.591,1.7536,3.8045,5.403,-0.45253,1.1476,-0.051709,-0.033921,-2.8831,0.37103,2.1993,-5.2969,-1.2947,0.15489,-3.6275,0.96128,3.0627,2.9684,2.5355,0.56245,1.1304,-3.6642,-1.1653,-2.2858,-2.1365,-0.5599,-3.5124,-3.1813,-0.30398,-1.2611,-2.2401,0.503,1.2038,5.7799,2.5501,4.5282,0.67215,0.48182,1.6773,-5.2965,-0.21926,-0.51279
-5.2068,2.3691,3.5088,1.0958,1.4502,-1.8387,0.16383,-6.6903,-4.898,3.2171,-1.7395,1.3946,3.1538,-0.35636,-0.8478,2.0497,-0.11294,2.8963,-0.89897,-2.3543,-0.31071,1.1535,2.128,-1.9965,-0.26412,3.9126,3.6167,4.5469,0.6554,-1.9026,-2.8343,2.604,1.4139,1.341,-2.6676,-0.041145,0.83648,-2.2816,-0.028133,-0.70983,0.93709,0.66276,0.94418,-3.2945,-4.5055,4.1612,0.94163,-0.1164,-0.34964,-2.3125,-3.3796,0.4383,-0.61069,1.5075,1.1838,-4.1276,1.1154,1.821,3.5719,5.9315,-1.9685,-2.831,-3.175,-1.3472,-6.7711,-5.7024,-5.1769,-1.4872,2.7166,0.55157,6.6403,3.905,2.5281,2.651,-2.0587,-1.2846,0.091312,0.082732,-2.6106,1.2058,-2.6402,2.0047,3.5157,0.72347,0.095586,0.65811,-0.62746,-0.16518,-1.2357,-1.3554,2.0267,-2.6031,-3.1418,0.36952,-0.70038,2.8469,1.498,3.7159,5.6698,3.3306,2.8773,-0.85256,-1.9617,-3.531,-2.0631,-4.1732,-4.4082,0.42052,-1.1392,-0.02434,1.6975,0.14172,1.4289,2.2217,1.0078,2.5324,-0.6621,-0.14807,-2.6483,-1.2203,0.85369,-1.2276,-0.64179,0.40097,0.50006,-1.86,0.83079,-1.7282,4.3064,4.4445,2.2918,-2.167,-4.315,0.088525,-2.8485,-0.0089064,1.5921
-1.4339,3.5623,4.0027,4.6076,-1.4909,-2.6632,2.1057,0.78633,0.30432,-0.62877,-4.3432,-3.7746,-2.3415,-4.0637,1.6458,1.4628,-1.5952,-0.87888,-1.139,-0.92907,0.28004,1.2691,0.78175,0.19982,1.0487,-1.6498,0.090438,0.18116,-1.4899,-1.7891,1.8952,-0.13187,1.0667,0.95521,-1.0394,0.97208,-3.3046,0.44141,-0.69829,-1.7761,5.7914,1.7609,3.1655,-4.5918,0.049594,4.3979,4.1742,2.4169,-2.135,-1.2338,-2.0804,-0.38516,-2.1321,-0.28651,-0.5823,-2.5141,-1.4388,0.44645,5.118,4.0741,5.4258,1.8604,-0.58543,1.12,-2.6008,-4.105,-4.0506,-2.2861,1.9519,0.92488,2.9743,0.54282,0.15933,0.27783,-0.11743,0.67938,-1.805,-1.1324,-2.2308,-1.8629,-2.8307,-2.7488,1.5591,-1.0606,-0.71097,1.811,3.0016,3.7286,-0.26805,-2.311,-0.60155,0.38717,-1.7749,-1.5272,-0.36166,0.34726,0.4302,1.5922,2.8115,-0.06295,1.277,-0.29031,1.2276,-1.0845,0.86263,-1.3266,-3.1789,-1.9951,1.2243,-3.9095,2.8103,1.4403,2.9147,1.3471,3.1667,-0.32363,-2.6187,-0.61033,-2.4607,2.7778,-0.34019,-1.1426,-2.234,-0.26187,-0.59377,-0.45319,-1.3123,-0.74132,2.4007,1.2267,0.50515,-1.4626,2.471,0.051816,-1.2456,3.6744,-2.8564
-0.65839,2.7159,2.3811,2.6351,-0.88517,-3.0634,1.4858,-2.692,-0.82082,1.5596,-2.0578,-0.95544,0.31848,-0.76182,-0.71917,1.7279,-0.10937,-1.7483,-0.15026,-1.6713,-0.37192,0.6458,0.87315,-1.0741,0.52964,-0.11414,0.24917,-0.44498,0.051353,-0.62984,-2.6139,-0.48942,0.73841,2.7762,3.6623,2.2697,0.037858,0.31367,-1.2698,-2.4236,1.0988,1.0913,2.1433,-1.8208,-3.941,1.5947,2.7074,-0.17045,0.68906,0.082599,-2.9291,-1.0186,-2.8269,-2.1911,0.9525,-0.079018,-0.55892,1.5935,3.3714,4.5467,5.729,0.64609,-1.8243,-0.53129,-2.3169,-3.2621,-3.6619,-1.3856,-0.64373,-1.0259,1.2807,-0.122,2.4441,4.7574,1.4548,1.411,-1.4645,-1.277,-3.7159,0.21412,-0.85695,-1.7703,0.82245,-1.2283,-2.3797,1.5771,0.917,2.1751,-0.12967,-3.4611,0.17364,1.3102,-0.3539,1.5337,0.14075,2.9944,0.83774,1.0907,2.833,-1.6865,-0.85926,-0.48513,-0.60499,-1.4068,-1.5567,-0.52999,0.4504,-0.39646,1.5633,-1.8046,0.89964,0.026091,2.1767,4.0445,1.0346,-2.0122,-1.0826,-1.256,-2.321,-0.66531,-0.090722,-1.3662,-1.2948,-0.14995,-0.96803,-0.75546,-0.13185,-0.01317,1.8895,3.505,-0.021112,-1.5461,-0.5085,-0.81455,-0.066874,2.9103,-0.6186
-1.1928,0.55463,1.208,1.1414,-6.0475,-6.3988,13.208,1.6696,-0.090355,2.9598,-8.1394,-0.24586,-2.0217,-1.267,2.4105,-0.65353,-1.5607,-0.16154,-1.0028,-0.00089588,2.5803,2.2015,-1.0203,-2.3933,3.4115,1.1137,1.3575,-0.096971,2.4783,0.2093,1.6444,-1.1257,3.3903,0.8126,-3.5524,-1.5324,1.6534,-4.7823,-0.012299,-4.6517,4.048,-6.4258,7.7377,-1.07,-0.48612,4.9111,6.7862,1.3439,-1.3016,-3.3304,-2.089,-2.3784,-5.6259,8.2399,-1.3706,-5.6022,1.4067,0.90796,1.4621,-3.0984,2.9817,-2.2831,0.22924,-6.8613,-6.3907,-3.3719,-1.2433,-4.3893,12.049,3.101,2.3884,-0.11678,2.4633,0.34235,-3.3828,-2.3117,-1.7618,7.5472,-0.18866,1.5175,3.2922,-6.2474,-5.2437,3.0623,0.16005,4.2019,2.967,5.1788,2.0357,-4.8725,-3.2859,-1.4508,-0.83805,-1.0727,-1.5763,-1.0469,0.34301,4.325,10.323,0.71564,3.3571,0.02458,-4.2773,-3.5481,0.59535,-3.6599,-5.2754,-0.7211,-2.8985,-4.0738,2.5667,0.82711,0.54075,1.9666,4.2206,0.75192,-4.3816,-0.9039,-1.592,3.8046,1.6978,-2.2888,-3.3925,-0.55899,-0.3615,3.4064,5.1084,2.1953,-0.97712,-0.62987,5.1153,-6.0772,4.9119,-5.6503,-8.7318,9.8498,-2.3487
0.62834,-1.1129,4.394,-2.6145,-6.9625,-8.0317,17.89,-0.29098,-5.8761,15.016,-10.247,-0.13371,-3.0193,1.0543,-3.2046,-10.068,6.7658,3.2764,4.1991,-3.5647,0.29076,-2.7595,-0.06414,-4.1623,-4.6991,5.4946,-3.2108,4.5667,13.287,-5.831,0.78207,3.7474,6.5658,9.1459,-4.8567,-5.6857,6.9232,-9.5075,-2.3641,-5.4366,-11.071,-3.6329,14.033,5.2213,0.55183,7.1022,1.5313,-2.4331,1.4086,2.1126,-7.285,-3.0227,-15.689,5.0432,5.8933,-5.2562,2.0758,-3.9826,1.2143,6.8861,-0.25305,2.0993,-0.33724,-4.5646,-5.3599,-6.1216,-2.7927,-7.6901,15.253,-0.032098,-5.2228,-4.4897,4.9774,8.7131,-3.5355,3.0839,4.2544,12.375,-8.0145,5.5799,-0.13587,-18.052,-6.3943,11.341,0.31438,2.9099,3.0978,8.4221,0.37589,-1.3438,0.09298,-5.9332,-6.2933,2.4275,-9.5964,4.1489,0.011815,1.1036,16.105,1.383,9.1383,3.4916,-3.697,-12.476,-1.5308,-2.6485,-17.495,6.663,-1.6514,-0.94424,-0.69602,2.5852,0.93607,3.9365,2.1917,3.8531,1.3673,-3.4387,-5.1794,-6.3162,6.0182,-1.0419,-0.82949,3.1449,3.1804,3.185,5.907,-2.4068,-6.643,2.196,9.0364,-10.047,-8.1185,-3.3337,-9.7291,15.468,2.9901
-1.9502,2.0289,4.6156,3.6536,-0.69377,-2.0219,1.2001,1.4723,1.4722,0.53327,-4.1816,-3.6805,-2.2828,-3.3104,-0.21649,0.87673,-0.30611,-1.6903,-1.8691,-1.2338,1.0451,2.371,2.5411,0.42317,0.70799,-0.77327,-2.0113,-0.34941,-3.7299,-2.8391,1.8088,1.2026,0.10311,1.5999,0.64235,1.0508,-1.9756,-1.0863,-0.27656,-3.2952,5.4298,2.417,1.9562,-4.8234,1.0322,6.9076,2.5667,1.8797,-0.99691,-1.0221,-0.058145,-0.090353,-3.2648,-2.7787,-0.94004,-3.2085,-0.41256,0.13751,4.8921,6.3369,5.0927,4.0836,1.4305,-0.51517,-3.8333,-6.3867,-3.5934,-5.168,1.2764,1.0213,1.8865,2.6831,2.0004,0.55638,0.85789,5.1299,-1.7276,-4.1339,-5.5468,-5.3695,-2.4348,-1.8418,3.2252,0.66944,0.4908,1.8751,2.3468,6.0811,-0.49874,-4.7531,-2.0148,-1.2737,-2.5769,-1.1489,1.0353,1.429,0.51076,2.4151,2.1814,-1.4951,2.6964,-0.67206,1.9467,-0.34809,-1.1599,-3.0237,-1.6247,-2.0488,1.3475,-4.3152,3.2565,2.9904,1.4775,3.4964,3.2363,0.035555,-0.85837,-0.55027,-2.9449,2.2353,-1.7473,-2.6649,-2.6113,-0.22126,-0.5155,1.2017,-2.3338,0.78977,1.531,-0.13674,-0.70127,0.27176,2.3252,0.57521,0.46318,1.5537,-2.4539
-1.6559,0.58123,3.1484,2.3139,-0.19684,-3.7325,1.7371,-1.8876,0.68983,3.5483,-3.9032,-1.3194,-1.1928,-1.5688,-0.92607,2.4865,0.44102,-0.83737,1.0679,-1.6068,0.71099,-0.43966,1.9291,-1.5438,0.90072,1.7136,-0.25328,-0.00043526,-2.2973,-2.2534,-2.4749,1.3227,-0.75866,3.4073,4.9589,2.0043,2.0437,-1.4005,0.51612,-5.1703,1.6867,0.10151,1.3199,-3.0049,-4.4598,5.7356,3.7914,1.565,-0.30713,-2.0369,-2.0606,-0.39129,-3.6173,-2.3546,2.7036,-1.565,1.8354,1.2106,2.3601,5.699,2.912,1.7848,-1.0176,-4.1533,-5.3848,-4.8597,-3.9709,-4.191,0.55391,-0.37019,0.70051,1.7268,3.6418,4.2017,0.035501,2.2569,-0.34551,-1.5394,-2.1474,0.041858,-0.44073,-0.85523,1.2428,-0.23897,-1.9726,-0.42609,-0.1723,4.8458,-0.14928,-2.7467,-1.4318,-1.2182,2.3755,2.1913,1.8663,3.5275,0.6678,1.4626,0.52503,-2.2911,0.15527,-3.7454,0.60302,-0.27158,-1.2252,-1.5749,0.046543,-0.89731,-1.2616,-1.3691,1.0201,1.5533,2.7779,4.9112,1.5551,-2.0641,-1.1492,-0.35849,-2.6664,1.4485,0.011109,-2.0692,-2.5715,1.0339,-2.129,-1.0363,-1.1607,0.39852,2.6261,2.7543,1.5011,-1.4991,0.78777,-0.80923,-0.079606,0.77276,-0.9697
-7.6149,-1.464,4.2953,0.47727,-3.7708,-8.3307,15.946,-2.0425,-3.2291,5.9608,-5.8311,1.6804,2.4882,3.2723,-2.5175,0.48603,-1.0929,-0.49803,3.5186,-2.2853,0.92896,-1.1926,3.2858,2.8232,7.2348,0.65814,-4.187,0.38966,4.6268,-3.4322,-2.9358,-2.5488,0.44143,2.6299,-2.9623,-2.5911,0.70327,-5.0975,-1.1853,-2.4682,1.6523,2.1364,4.3263,-0.45635,-0.2706,6.9381,1.9303,-0.28775,-0.86545,-0.10476,-1.2567,1.5133,-7.7655,-1.7563,-0.4328,-5.6245,-0.2529,-0.89719,0.16978,4.8977,4.4261,-0.12567,-0.64341,-3.0769,-4.062,-1.0547,-2.5604,-2.8985,4.6807,1.7302,2.5011,-1.1414,3.6764,0.12822,-3.7455,0.37761,-4.3325,8.1499,-1.7979,-2.3856,3.5008,-2.8886,-1.0565,4.3657,-3.3791,-0.36207,0.91023,3.5652,5.859,-4.2204,-2.3253,-3.6778,-10.575,-0.82107,-0.44936,2.6124,-0.61856,6.0897,9.5604,-0.32861,5.1921,6.4298,0.73708,-1.0273,-2.123,0.13331,-4.0055,-3.6151,-2.9264,-5.5128,-0.47761,1.1844,-0.94967,3.8823,1.377,1.479,-1.8653,-1.4082,1.2064,0.74557,2.1079,-4.218,-2.4642,-0.12567,1.9169,2.6608,3.9829,3.5221,-1.8171,-1.0555,-1.3712,-1.8262,1.0406,-3.7339,-0.50216,5.4982,-3.8412
-2.7178,-3.2011,4.743,-0.28265,-3.3212,-8.2639,10.163,-0.05966,-1.3279,9.3344,-5.9234,-0.45265,-0.73691,-3.7491,-4.1086,-0.04457,5.2474,2.7217,1.9099,-0.53796,0.43583,-2.9205,1.9464,-1.8916,4.8146,1.9533,-2.4925,3.0605,4.0857,-3.2009,-0.21799,1.5679,3.6442,4.3464,-0.64255,-2.0793,-0.5834,-6.1083,0.14633,-3.3323,-1.8872,-1.0356,7.0603,0.36444,-3.5143,6.0542,2.9999,1.1636,-0.24516,0.55629,-3.1611,-4.1516,-11.392,2.4535,4.7238,-3.1833,2.4616,-0.54569,-0.48704,3.9359,2.3259,0.19627,-1.9239,-5.8435,-8.0338,-0.77526,-4.3882,-3.8727,9.9746,-0.024834,-2.1776,-5.9178,2.3699,2.9805,-4.2356,-0.8738,3.1426,12.44,1.0651,4.7524,1.5492,-9.0201,-5.1018,1.6932,-2.536,0.6018,-1.1966,5.4267,5.4476,-1.1802,-0.1718,-6.0218,-2.9532,2.6864,-0.30793,3.3662,-1.8455,7.0566,7.7565,0.19356,5.3499,1.9197,-1.1306,-6.3293,-0.038135,-2.0674,-9.4626,0.64056,-2.3459,-2.0279,-0.96564,-1.3163,1.0149,3.3717,0.07689,1.3608,1.5025,-0.54897,-3.2828,-0.59908,4.4341,0.1255,-2.3714,1.0169,1.7998,0.26477,3.9763,-2.3773,-1.7054,1.2881,5.0485,0.29037,-3.2304,-6.7591,-4.1814,8.1202,-1.5782
